split,speaker_id,language,video_id,image_path,voice_path,face_dir
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00008.wav,faces/id0048/dpd_s0t0geM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00048.wav,faces/id0059/Nqcoz0iuxEk
train,id0063,Urdu,adbOGDxEsRk,faces/id0063/adbOGDxEsRk/0000200.jpg,voices/id0063/Urdu/adbOGDxEsRk/00004.wav,faces/id0063/adbOGDxEsRk
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00006.wav,faces/id0033/02L6RPzTSoI
train,id0037,Urdu,GVM-bO_Kr9Y,faces/id0037/GVM-bO_Kr9Y/0000125.jpg,voices/id0037/Urdu/GVM-bO_Kr9Y/00004.wav,faces/id0037/GVM-bO_Kr9Y
train,id0033,Urdu,Bd_fr4OC_pk,faces/id0033/Bd_fr4OC_pk/0000525.jpg,voices/id0033/Urdu/Bd_fr4OC_pk/00008.wav,faces/id0033/Bd_fr4OC_pk
train,id0063,Urdu,e4viFF_N14E,faces/id0063/e4viFF_N14E/0001375.jpg,voices/id0063/Urdu/e4viFF_N14E/00008.wav,faces/id0063/e4viFF_N14E
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00001.wav,faces/id0059/Nqcoz0iuxEk
train,id0063,Urdu,CeNF8cAxWSI,faces/id0063/CeNF8cAxWSI/0000125.jpg,voices/id0063/Urdu/CeNF8cAxWSI/00005.wav,faces/id0063/CeNF8cAxWSI
train,id0051,Urdu,JdwfC6b5xl8,faces/id0051/JdwfC6b5xl8/0000000.jpg,voices/id0051/Urdu/JdwfC6b5xl8/00000.wav,faces/id0051/JdwfC6b5xl8
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00031.wav,faces/id0043/6hf-RQmsLTg
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00049.wav,faces/id0033/02L6RPzTSoI
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00029.wav,faces/id0048/dpd_s0t0geM
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00003.wav,faces/id0033/02L6RPzTSoI
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00001.wav,faces/id0033/02L6RPzTSoI
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00007.wav,faces/id0033/02L6RPzTSoI
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00036.wav,faces/id0059/Nqcoz0iuxEk
train,id0040,Urdu,6YMUgzYERQs,faces/id0040/6YMUgzYERQs/0000250.jpg,voices/id0040/Urdu/6YMUgzYERQs/00010.wav,faces/id0040/6YMUgzYERQs
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00048.wav,faces/id0033/02L6RPzTSoI
train,id0063,Urdu,RvC3GXVE4JY,faces/id0063/RvC3GXVE4JY/0000475.jpg,voices/id0063/Urdu/RvC3GXVE4JY/00001.wav,faces/id0063/RvC3GXVE4JY
train,id0063,Urdu,e4viFF_N14E,faces/id0063/e4viFF_N14E/0001375.jpg,voices/id0063/Urdu/e4viFF_N14E/00014.wav,faces/id0063/e4viFF_N14E
train,id0051,Urdu,CVRK0vEqDno,faces/id0051/CVRK0vEqDno/0000450.jpg,voices/id0051/Urdu/CVRK0vEqDno/00003.wav,faces/id0051/CVRK0vEqDno
train,id0027,Urdu,45XvDmnzABk,faces/id0027/45XvDmnzABk/0005075.jpg,voices/id0027/Urdu/45XvDmnzABk/00006.wav,faces/id0027/45XvDmnzABk
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00020.wav,faces/id0048/dpd_s0t0geM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00000.wav,faces/id0059/Nqcoz0iuxEk
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00011.wav,faces/id0043/6hf-RQmsLTg
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00035.wav,faces/id0033/02L6RPzTSoI
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00038.wav,faces/id0033/02L6RPzTSoI
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00037.wav,faces/id0059/Nqcoz0iuxEk
train,id0059,Urdu,fLmv5exbzmg,faces/id0059/fLmv5exbzmg/0001000.jpg,voices/id0059/Urdu/fLmv5exbzmg/00003.wav,faces/id0059/fLmv5exbzmg
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00055.wav,faces/id0059/Nqcoz0iuxEk
train,id0059,Urdu,fLmv5exbzmg,faces/id0059/fLmv5exbzmg/0001000.jpg,voices/id0059/Urdu/fLmv5exbzmg/00014.wav,faces/id0059/fLmv5exbzmg
train,id0063,Urdu,e4viFF_N14E,faces/id0063/e4viFF_N14E/0001375.jpg,voices/id0063/Urdu/e4viFF_N14E/00000.wav,faces/id0063/e4viFF_N14E
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00018.wav,faces/id0059/Nqcoz0iuxEk
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00035.wav,faces/id0048/dpd_s0t0geM
train,id0051,Urdu,w_c9WOoaAJ8,faces/id0051/w_c9WOoaAJ8/0000200.jpg,voices/id0051/Urdu/w_c9WOoaAJ8/00013.wav,faces/id0051/w_c9WOoaAJ8
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00016.wav,faces/id0043/6hf-RQmsLTg
train,id0051,Urdu,w_c9WOoaAJ8,faces/id0051/w_c9WOoaAJ8/0000200.jpg,voices/id0051/Urdu/w_c9WOoaAJ8/00002.wav,faces/id0051/w_c9WOoaAJ8
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00034.wav,faces/id0043/6hf-RQmsLTg
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00043.wav,faces/id0048/dpd_s0t0geM
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00030.wav,faces/id0043/6hf-RQmsLTg
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00029.wav,faces/id0059/Nqcoz0iuxEk
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00017.wav,faces/id0043/6hf-RQmsLTg
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00069.wav,faces/id0048/dpd_s0t0geM
train,id0065,Urdu,aDRUp-LbiH4,faces/id0065/aDRUp-LbiH4/0014500.jpg,voices/id0065/Urdu/aDRUp-LbiH4/00000.wav,faces/id0065/aDRUp-LbiH4
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00074.wav,faces/id0048/dpd_s0t0geM
train,id0033,Urdu,Bd_fr4OC_pk,faces/id0033/Bd_fr4OC_pk/0000525.jpg,voices/id0033/Urdu/Bd_fr4OC_pk/00012.wav,faces/id0033/Bd_fr4OC_pk
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00042.wav,faces/id0043/6hf-RQmsLTg
train,id0040,Urdu,6YMUgzYERQs,faces/id0040/6YMUgzYERQs/0000250.jpg,voices/id0040/Urdu/6YMUgzYERQs/00007.wav,faces/id0040/6YMUgzYERQs
train,id0063,Urdu,e4viFF_N14E,faces/id0063/e4viFF_N14E/0001375.jpg,voices/id0063/Urdu/e4viFF_N14E/00012.wav,faces/id0063/e4viFF_N14E
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00018.wav,faces/id0069/BNvjmBk5psM
train,id0040,Urdu,6YMUgzYERQs,faces/id0040/6YMUgzYERQs/0000250.jpg,voices/id0040/Urdu/6YMUgzYERQs/00008.wav,faces/id0040/6YMUgzYERQs
train,id0048,Urdu,R0UMqq9U6wg,faces/id0048/R0UMqq9U6wg/0000625.jpg,voices/id0048/Urdu/R0UMqq9U6wg/00011.wav,faces/id0048/R0UMqq9U6wg
train,id0055,Urdu,1E2M_GJQpfc,faces/id0055/1E2M_GJQpfc/0004125.jpg,voices/id0055/Urdu/1E2M_GJQpfc/00012.wav,faces/id0055/1E2M_GJQpfc
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00051.wav,faces/id0059/Nqcoz0iuxEk
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00025.wav,faces/id0059/Nqcoz0iuxEk
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00001.wav,faces/id0069/9K0_Ba3uRQ8
train,id0055,Urdu,1E2M_GJQpfc,faces/id0055/1E2M_GJQpfc/0004125.jpg,voices/id0055/Urdu/1E2M_GJQpfc/00001.wav,faces/id0055/1E2M_GJQpfc
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00023.wav,faces/id0069/BNvjmBk5psM
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00021.wav,faces/id0033/02L6RPzTSoI
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00025.wav,faces/id0069/9K0_Ba3uRQ8
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00000.wav,faces/id0043/6hf-RQmsLTg
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00033.wav,faces/id0033/02L6RPzTSoI
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00020.wav,faces/id0069/BNvjmBk5psM
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00015.wav,faces/id0033/02L6RPzTSoI
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00028.wav,faces/id0043/6hf-RQmsLTg
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00052.wav,faces/id0048/dpd_s0t0geM
train,id0059,Urdu,qt_kFlB1m4I,faces/id0059/qt_kFlB1m4I/0003775.jpg,voices/id0059/Urdu/qt_kFlB1m4I/00005.wav,faces/id0059/qt_kFlB1m4I
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00080.wav,faces/id0048/dpd_s0t0geM
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00005.wav,faces/id0033/02L6RPzTSoI
train,id0065,Urdu,aDRUp-LbiH4,faces/id0065/aDRUp-LbiH4/0014500.jpg,voices/id0065/Urdu/aDRUp-LbiH4/00003.wav,faces/id0065/aDRUp-LbiH4
train,id0065,Urdu,aDRUp-LbiH4,faces/id0065/aDRUp-LbiH4/0014500.jpg,voices/id0065/Urdu/aDRUp-LbiH4/00001.wav,faces/id0065/aDRUp-LbiH4
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00001.wav,faces/id0069/BNvjmBk5psM
train,id0065,Urdu,aDRUp-LbiH4,faces/id0065/aDRUp-LbiH4/0014500.jpg,voices/id0065/Urdu/aDRUp-LbiH4/00004.wav,faces/id0065/aDRUp-LbiH4
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00037.wav,faces/id0033/02L6RPzTSoI
train,id0055,Urdu,1E2M_GJQpfc,faces/id0055/1E2M_GJQpfc/0004125.jpg,voices/id0055/Urdu/1E2M_GJQpfc/00014.wav,faces/id0055/1E2M_GJQpfc
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00047.wav,faces/id0048/dpd_s0t0geM
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00025.wav,faces/id0043/6hf-RQmsLTg
train,id0059,Urdu,fLmv5exbzmg,faces/id0059/fLmv5exbzmg/0001000.jpg,voices/id0059/Urdu/fLmv5exbzmg/00013.wav,faces/id0059/fLmv5exbzmg
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00017.wav,faces/id0048/dpd_s0t0geM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00020.wav,faces/id0059/Nqcoz0iuxEk
train,id0063,Urdu,RvC3GXVE4JY,faces/id0063/RvC3GXVE4JY/0000475.jpg,voices/id0063/Urdu/RvC3GXVE4JY/00000.wav,faces/id0063/RvC3GXVE4JY
train,id0048,Urdu,MzgfSKySMIU,faces/id0048/MzgfSKySMIU/0000000.jpg,voices/id0048/Urdu/MzgfSKySMIU/00003.wav,faces/id0048/MzgfSKySMIU
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00047.wav,faces/id0033/02L6RPzTSoI
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00063.wav,faces/id0059/Nqcoz0iuxEk
train,id0048,Urdu,R0UMqq9U6wg,faces/id0048/R0UMqq9U6wg/0000625.jpg,voices/id0048/Urdu/R0UMqq9U6wg/00000.wav,faces/id0048/R0UMqq9U6wg
train,id0051,Urdu,w_c9WOoaAJ8,faces/id0051/w_c9WOoaAJ8/0000200.jpg,voices/id0051/Urdu/w_c9WOoaAJ8/00010.wav,faces/id0051/w_c9WOoaAJ8
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00025.wav,faces/id0033/02L6RPzTSoI
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00010.wav,faces/id0069/BNvjmBk5psM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00028.wav,faces/id0059/Nqcoz0iuxEk
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00017.wav,faces/id0069/9K0_Ba3uRQ8
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00027.wav,faces/id0048/dpd_s0t0geM
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00027.wav,faces/id0069/9K0_Ba3uRQ8
train,id0063,Urdu,CeNF8cAxWSI,faces/id0063/CeNF8cAxWSI/0000125.jpg,voices/id0063/Urdu/CeNF8cAxWSI/00004.wav,faces/id0063/CeNF8cAxWSI
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00008.wav,faces/id0069/BNvjmBk5psM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00009.wav,faces/id0059/Nqcoz0iuxEk
train,id0051,Urdu,w_c9WOoaAJ8,faces/id0051/w_c9WOoaAJ8/0000200.jpg,voices/id0051/Urdu/w_c9WOoaAJ8/00009.wav,faces/id0051/w_c9WOoaAJ8
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00034.wav,faces/id0048/dpd_s0t0geM
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00016.wav,faces/id0069/9K0_Ba3uRQ8
train,id0048,Urdu,R0UMqq9U6wg,faces/id0048/R0UMqq9U6wg/0000625.jpg,voices/id0048/Urdu/R0UMqq9U6wg/00015.wav,faces/id0048/R0UMqq9U6wg
train,id0048,Urdu,R0UMqq9U6wg,faces/id0048/R0UMqq9U6wg/0000625.jpg,voices/id0048/Urdu/R0UMqq9U6wg/00014.wav,faces/id0048/R0UMqq9U6wg
train,id0037,Urdu,GVM-bO_Kr9Y,faces/id0037/GVM-bO_Kr9Y/0000125.jpg,voices/id0037/Urdu/GVM-bO_Kr9Y/00002.wav,faces/id0037/GVM-bO_Kr9Y
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00004.wav,faces/id0059/Nqcoz0iuxEk
train,id0063,Urdu,adbOGDxEsRk,faces/id0063/adbOGDxEsRk/0000200.jpg,voices/id0063/Urdu/adbOGDxEsRk/00001.wav,faces/id0063/adbOGDxEsRk
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00010.wav,faces/id0069/9K0_Ba3uRQ8
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00006.wav,faces/id0059/Nqcoz0iuxEk
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00032.wav,faces/id0069/9K0_Ba3uRQ8
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00057.wav,faces/id0048/dpd_s0t0geM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00038.wav,faces/id0059/Nqcoz0iuxEk
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00004.wav,faces/id0048/dpd_s0t0geM
train,id0048,Urdu,MzgfSKySMIU,faces/id0048/MzgfSKySMIU/0000000.jpg,voices/id0048/Urdu/MzgfSKySMIU/00005.wav,faces/id0048/MzgfSKySMIU
train,id0051,Urdu,CVRK0vEqDno,faces/id0051/CVRK0vEqDno/0000450.jpg,voices/id0051/Urdu/CVRK0vEqDno/00008.wav,faces/id0051/CVRK0vEqDno
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00011.wav,faces/id0069/BNvjmBk5psM
train,id0069,Urdu,BNvjmBk5psM,faces/id0069/BNvjmBk5psM/0000400.jpg,voices/id0069/Urdu/BNvjmBk5psM/00016.wav,faces/id0069/BNvjmBk5psM
train,id0059,Urdu,Nqcoz0iuxEk,faces/id0059/Nqcoz0iuxEk/0002250.jpg,voices/id0059/Urdu/Nqcoz0iuxEk/00042.wav,faces/id0059/Nqcoz0iuxEk
train,id0043,Urdu,6hf-RQmsLTg,faces/id0043/6hf-RQmsLTg/0002050.jpg,voices/id0043/Urdu/6hf-RQmsLTg/00039.wav,faces/id0043/6hf-RQmsLTg
train,id0055,Urdu,1E2M_GJQpfc,faces/id0055/1E2M_GJQpfc/0004125.jpg,voices/id0055/Urdu/1E2M_GJQpfc/00002.wav,faces/id0055/1E2M_GJQpfc
train,id0069,Urdu,9K0_Ba3uRQ8,faces/id0069/9K0_Ba3uRQ8/0000525.jpg,voices/id0069/Urdu/9K0_Ba3uRQ8/00022.wav,faces/id0069/9K0_Ba3uRQ8
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00081.wav,faces/id0048/dpd_s0t0geM
train,id0033,Urdu,02L6RPzTSoI,faces/id0033/02L6RPzTSoI/0001475.jpg,voices/id0033/Urdu/02L6RPzTSoI/00029.wav,faces/id0033/02L6RPzTSoI
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00067.wav,faces/id0048/dpd_s0t0geM
train,id0048,Urdu,dpd_s0t0geM,faces/id0048/dpd_s0t0geM/0002900.jpg,voices/id0048/Urdu/dpd_s0t0geM/00005.wav,faces/id0048/dpd_s0t0geM
train,id0040,Urdu,6YMUgzYERQs,faces/id0040/6YMUgzYERQs/0000250.jpg,voices/id0040/Urdu/6YMUgzYERQs/00005.wav,faces/id0040/6YMUgzYERQs
